 	Denovo A	Denovo B	Denovo C	Denovo D
SBS45	0.12186548165565281	0.05417296015137851	0.14934996386310462	0.033108189670358334
SBS46	0.1549165252612792	0.016713621853922778	0.0326192043064194	0.013815698376019592
SBS47	0.10585882864069118	0.011547365754563943	0.006068037105041779	0.015530669470276148
SBS48	0.5251422686481642	0.8139928947126268	0.13845670088532325	0.5393232700373971
SBS49	0.23491555632019068	0.10625674638286453	0.6738934239619683	0.05036633583029726
SBS50	0.08736610951884083	0.019478028787255575	0.015444747099473188	0.028722177015874983
SBS51	0.13842411496820772	0.034088685480656356	0.03189000369946726	0.03551714562565289
SBS52	0.16934754783824668	0.2327139804956484	0.028182165141750426	0.15968118060950642
SBS53	0.14628610277000276	0.07010484609268675	0.23515170751411862	0.09992326735881285
SBS54	0.14440839021505492	0.014775867682808586	0.03122136863881797	0.015445193860998074
SBS55	0.14791069357982112	0.013144020717119842	0.006477308852298913	0.013178474418444441
SBS56	0.03653566169596978	0.01113246401875645	0.0034648550464989603	0.007653669491090587
SBS57	0.12936190538082393	0.014191773908402872	0.009741400662493294	0.0168490715748858
SBS58	0.10707701225152633	0.019952012609566472	0.018068554549725446	0.018272701846345885
SBS59	0.05666687150341432	0.005546645230731007	0.04143764842341202	0.004769235473150002
SBS60	0.056590554747547595	0.005173497712489317	0.001291397050161014	0.006480699930310085
SBS84	0.10398174604333699	0.008531714085512121	0.011665397746396411	0.010709604718511345
SBS85	0.137321904273627	0.008129769209278548	0.012141026073015926	0.009191147553226697
