 	Denovo A	Denovo B	Denovo C	Denovo D
SBS24	0.10307717835377572	0.279629189234062	0.2795220780104951	0.18826155215815943
SBS25	0.22466928742532533	0.0733373048233088	0.07300294349972081	0.35447854548524604
SBS26	0.06345067971653529	0.003760281771854057	0.0036417247302372724	0.15712025993744982
SBS27	0.08195204290090019	0.019264444637305034	0.019156702278529725	0.12076574282226726
SBS28	0.029823885260894856	0.0004491511044560914	0.0003448237488842265	0.06523627531815912
SBS29	0.055244205795267565	0.38586619817025736	0.3857700461309401	0.14358920241564743
SBS30	0.7912278141443204	0.0038805218307288447	0.0030627017779952803	0.8178429273369813
SBS31	0.49286023119894473	0.01852129796974311	0.017946717029105663	0.5375419801858332
SBS32	0.3973953119816973	0.015611997565386782	0.015155353297707785	0.48894241949912964
SBS33	0.05095520226818451	0.0084872333116508	0.008418386290219737	0.0937768061119052
SBS34	0.046734925067296706	0.00015225138242169756	5.900718342277678e-05	0.09864748884699048
SBS35	0.25371458747426967	0.11213751971857455	0.11178139125020892	0.33050407411434124
SBS36	0.06996743694252217	0.23022330518223721	0.23008756647942663	0.14875050008041857
SBS37	0.09524344946502372	0.015522059044945746	0.015350850337766064	0.20535873898059487
SBS38	0.03582192476681212	0.021571834130548417	0.02148553844025236	0.12163706926379148
SBS39	0.11754101658067029	0.07348360613113525	0.07331469516894251	0.22741010951749696
SBS40	0.4680184301299226	0.0944423936135994	0.09385506056384174	0.6005751244600237
SBS41	0.1608508847238671	0.011728760947436911	0.011446607383834073	0.260124817836199
SBS42	0.31145667509268327	0.0796099057716172	0.07921671136932718	0.4194645647840387
SBS43	0.010926341331571776	0.011296133838026856	0.011269377201337583	0.06299470307673327
SBS44	0.08527367463599012	0.04924534671713354	0.04906760494921647	0.21440962372936045
SBS45	0.017247804918583465	0.025886306359003353	0.025814161842129923	0.10559175342700466
SBS46	0.1934706587221604	0.013476612515709863	0.01321566895410975	0.2905084782434846
SBS47	0.24126284394441544	0.005922116886243445	0.00563450609167182	0.30131370280233305
SBS48	0.0016700881097825304	0.13481182330056818	0.13492319640143036	0.01076177400127798
SBS49	0.002702214549534343	0.020548224338602483	0.020537421710120962	0.04368833746523415
SBS50	0.4533854803365718	0.010225837374441271	0.009768706852526399	0.48431088897259555
SBS51	0.11535575535707387	0.02031381453617187	0.020155580581469934	0.19672084044470495
SBS52	0.01541408232367536	0.047004486681430535	0.046999585357255236	0.060142504184774626
SBS53	0.06181006125176203	0.01405897048320992	0.013998448502949956	0.14182353640265277
SBS54	0.02078439268382526	0.02276069275391046	0.02271815193893112	0.07484508232443521
SBS55	0.05823550856029369	0.003634139797022762	0.0035580919596868155	0.1066272977718592
SBS56	0.010410528660707241	0.03396530705574541	0.03390130735976293	0.06781314462528587
SBS57	0.2163001982303676	0.011312655146013872	0.010992816392886073	0.28618754088369147
SBS58	0.3754287639908447	0.006349143917733224	0.0059095068650631966	0.43876816758419535
SBS59	0.007586354854189237	0.9048686109548556	0.9047940736019623	0.02954677136584105
SBS60	0.011126980210026116	0.0004076241143581294	0.00038895757186341307	0.04162798126900358
SBS84	0.24269420605045744	0.03679807965309667	0.03648853554447096	0.33805414701321945
SBS85	0.14760209828756188	0.004168144466241364	0.003925028338023551	0.236626373411991
